,Name,Price,Year,Make,Model,Body Type
3608,mitsubishi eclipse,24799,2008,mitsubishi,eclipse,convertible
3609,mitsubishi endeavor,28349,2008,mitsubishi,endeavor,sport utility
3610,mitsubishi galant,23574,2008,mitsubishi,galant,sedan
3611,mitsubishi lancer,16290,2008,mitsubishi,lancer,sedan
3612,mitsubishi lancer evolution,35640,2008,mitsubishi,lancer evolution,sedan
3613,mitsubishi outlander,22600,2008,mitsubishi,outlander,sport utility
3614,mitsubishi raider,24635,2008,mitsubishi,raider,truck
3615,mitsubishi eclipse,25199,2009,mitsubishi,eclipse,convertible
3616,mitsubishi galant,24349,2009,mitsubishi,galant,sedan
3617,mitsubishi lancer,20615,2009,mitsubishi,lancer,sedan
3618,mitsubishi outlander,23280,2009,mitsubishi,outlander,sport utility
3619,mitsubishi raider,25280,2009,mitsubishi,raider,truck
3620,mitsubishi eclipse,26649,2010,mitsubishi,eclipse,convertible
3621,mitsubishi endeavor,29749,2010,mitsubishi,endeavor,sport utility
3622,mitsubishi galant,22799,2010,mitsubishi,galant,sedan
3623,mitsubishi lancer,21190,2010,mitsubishi,lancer,sedan
3624,mitsubishi lancer evolution,37290,2010,mitsubishi,lancer evolution,sedan
3625,mitsubishi outlander,25045,2010,mitsubishi,outlander,sport utility
3626,mitsubishi eclipse,25799,2011,mitsubishi,eclipse,convertible
3627,mitsubishi endeavor,30949,2011,mitsubishi,endeavor,sport utility
3628,mitsubishi galant,22799,2011,mitsubishi,galant,sedan
3629,mitsubishi lancer,21695,2011,mitsubishi,lancer,sedan
3630,mitsubishi lancer evolution,35695,2011,mitsubishi,lancer evolution,sedan
3631,mitsubishi outlander,24895,2011,mitsubishi,outlander,sport utility
3632,mitsubishi outlander sport,20745,2011,mitsubishi,outlander sport,sport utility
3633,mitsubishi eclipse,26049,2012,mitsubishi,eclipse,convertible
3634,mitsubishi galant,23099,2012,mitsubishi,galant,sedan
3635,mitsubishi lancer,21845,2012,mitsubishi,lancer,sedan
3636,mitsubishi lancer evolution,36095,2012,mitsubishi,lancer evolution,sedan
3637,mitsubishi outlander,25120,2012,mitsubishi,outlander,sport utility
3638,mitsubishi outlander sport,21045,2012,mitsubishi,outlander sport,sport utility
3639,mitsubishi i,30125,2012,mitsubishi,i,hatchback
3640,mitsubishi lancer,22045,2013,mitsubishi,lancer,sedan
3641,mitsubishi lancer evolution,36295,2013,mitsubishi,lancer evolution,sedan
3642,mitsubishi outlander,25645,2013,mitsubishi,outlander,sport utility
3643,mitsubishi outlander sport,22032,2013,mitsubishi,outlander sport,sport utility
3644,mitsubishi lancer,22795,2014,mitsubishi,lancer,sedan
3645,mitsubishi lancer evolution,36595,2014,mitsubishi,lancer evolution,sedan
3646,mitsubishi mirage,14095,2014,mitsubishi,mirage,hatchback
3647,mitsubishi outlander,25395,2014,mitsubishi,outlander,sport utility
3648,mitsubishi outlander sport,21732,2014,mitsubishi,outlander sport,sport utility
3649,mitsubishi i,22995,2014,mitsubishi,i,hatchback
3650,mitsubishi lancer,23445,2015,mitsubishi,lancer,sedan
3651,mitsubishi lancer evolution,36745,2015,mitsubishi,lancer evolution,sedan
3652,mitsubishi mirage,14195,2015,mitsubishi,mirage,hatchback
3653,mitsubishi outlander,25695,2015,mitsubishi,outlander,sport utility
3654,mitsubishi outlander sport,22295,2015,mitsubishi,outlander sport,sport utility
3655,mitsubishi lancer,20545,2016,mitsubishi,lancer,sedan
3656,mitsubishi outlander,26995,2016,mitsubishi,outlander,sport utility
3657,mitsubishi outlander sport,23495,2016,mitsubishi,outlander sport,sport utility
3658,mitsubishi i,22995,2016,mitsubishi,i,hatchback
3659,mitsubishi lancer,19945,2017,mitsubishi,lancer,sedan
3660,mitsubishi mirage,14745,2017,mitsubishi,mirage,hatchback
3661,mitsubishi mirage g4,15495,2017,mitsubishi,mirage g4,sedan
3662,mitsubishi outlander,27595,2017,mitsubishi,outlander,sport utility
3663,mitsubishi outlander sport,23745,2017,mitsubishi,outlander sport,sport utility
3664,mitsubishi i,22995,2017,mitsubishi,i,hatchback
3665,mitsubishi eclipse cross,25595,2018,mitsubishi,eclipse cross,sport utility
3666,mitsubishi mirage,14995,2018,mitsubishi,mirage,hatchback
3667,mitsubishi mirage g4,15745,2018,mitsubishi,mirage g4,sedan
3668,mitsubishi outlander,32120,2018,mitsubishi,outlander,sport utility
3669,mitsubishi outlander sport,23195,2018,mitsubishi,outlander sport,sport utility
3670,mitsubishi eclipse cross,25895,2019,mitsubishi,eclipse cross,sport utility
3671,mitsubishi mirage,15395,2019,mitsubishi,mirage,hatchback
3672,mitsubishi mirage g4,16145,2019,mitsubishi,mirage g4,sedan
3673,mitsubishi outlander,33095,2019,mitsubishi,outlander,sport utility
3674,mitsubishi outlander sport,23745,2019,mitsubishi,outlander sport,sport utility
3675,nissan 350z,31930,2004,nissan,350z,convertible
3676,nissan altima,20050,2004,nissan,altima,sedan
3677,nissan armada,36950,2004,nissan,armada,sport utility
3678,nissan frontier,20580,2004,nissan,frontier,truck
3679,nissan maxima,28225,2004,nissan,maxima,sedan
3680,nissan murano,29575,2004,nissan,murano,sport utility
3681,nissan pathfinder,30575,2004,nissan,pathfinder,sport utility
3682,nissan quest,28290,2004,nissan,quest,van
3683,nissan sentra,14950,2004,nissan,sentra,sedan
3684,nissan titan,28350,2004,nissan,titan,truck
3685,nissan xterra,23400,2004,nissan,xterra,sport utility
3686,nissan 350z,33050,2005,nissan,350z,convertible
3687,nissan altima,23400,2005,nissan,altima,sedan
3688,nissan armada,37950,2005,nissan,armada,sport utility
3689,nissan frontier,21225,2005,nissan,frontier,truck
3690,nissan maxima,28625,2005,nissan,maxima,sedan
3691,nissan murano,29175,2005,nissan,murano,sport utility
3692,nissan pathfinder,29950,2005,nissan,pathfinder,sport utility
3693,nissan quest,28150,2005,nissan,quest,van
3694,nissan sentra,15450,2005,nissan,sentra,sedan
3695,nissan titan,29175,2005,nissan,titan,truck
3696,nissan xterra,24100,2005,nissan,xterra,sport utility
3697,nissan 350z,34325,2006,nissan,350z,convertible
3698,nissan altima,23700,2006,nissan,altima,sedan
3699,nissan armada,38750,2006,nissan,armada,sport utility
3700,nissan frontier,21550,2006,nissan,frontier,truck
3701,nissan maxima,29025,2006,nissan,maxima,sedan
3702,nissan murano,29650,2006,nissan,murano,sport utility
3703,nissan pathfinder,30550,2006,nissan,pathfinder,sport utility
3704,nissan quest,28900,2006,nissan,quest,van
3705,nissan sentra,15750,2006,nissan,sentra,sedan
3706,nissan titan,29650,2006,nissan,titan,truck
3707,nissan xterra,23900,2006,nissan,xterra,sport utility
3708,nissan 350z,34575,2007,nissan,350z,convertible
3709,nissan altima,23175,2007,nissan,altima,sedan
3710,nissan armada,39000,2007,nissan,armada,sport utility
3711,nissan frontier,21775,2007,nissan,frontier,truck
3712,nissan maxima,29175,2007,nissan,maxima,sedan
3713,nissan murano,29800,2007,nissan,murano,sport utility
3714,nissan pathfinder,30800,2007,nissan,pathfinder,sport utility
3715,nissan quest,29125,2007,nissan,quest,van
3716,nissan sentra,17325,2007,nissan,sentra,sedan
3717,nissan titan,29950,2007,nissan,titan,truck
3718,nissan versa,14050,2007,nissan,versa,sedan
3719,nissan xterra,24000,2007,nissan,xterra,sport utility
3720,nissan 350z,35245,2008,nissan,350z,convertible
3721,nissan altima,23645,2008,nissan,altima,sedan
3722,nissan armada,40150,2008,nissan,armada,sport utility
3723,nissan frontier,22430,2008,nissan,frontier,truck
3724,nissan maxima,29755,2008,nissan,maxima,sedan
3725,nissan pathfinder,33480,2008,nissan,pathfinder,sport utility
3726,nissan quest,29930,2008,nissan,quest,van
3727,nissan rogue,20800,2008,nissan,rogue,sport utility
3728,nissan sentra,18355,2008,nissan,sentra,sedan
3729,nissan titan,31460,2008,nissan,titan,truck
3730,nissan versa,14430,2008,nissan,versa,sedan
3731,nissan xterra,25810,2008,nissan,xterra,sport utility
3732,nissan 350z,39720,2009,nissan,350z,convertible
3733,nissan 370z,34530,2009,nissan,370z,convertible
3734,nissan altima,24640,2009,nissan,altima,sedan
3735,nissan armada,42535,2009,nissan,armada,sport utility
3736,nissan cube,16680,2009,nissan,cube,wagon
3737,nissan frontier,23600,2009,nissan,frontier,truck
3738,nissan gt-r,77965,2009,nissan,gt-r,coupe
3739,nissan maxima,31510,2009,nissan,maxima,sedan
3740,nissan murano,32470,2009,nissan,murano,sport utility
3741,nissan pathfinder,33710,2009,nissan,pathfinder,sport utility
3742,nissan quest,30800,2009,nissan,quest,van
3743,nissan rogue,21615,2009,nissan,rogue,sport utility
3744,nissan sentra,18255,2009,nissan,sentra,sedan
3745,nissan titan,32750,2009,nissan,titan,truck
3746,nissan versa,13160,2009,nissan,versa,sedan
3747,nissan xterra,25825,2009,nissan,xterra,sport utility
3748,nissan 370z,36290,2010,nissan,370z,convertible
3749,nissan altima,25000,2010,nissan,altima,sedan
3750,nissan armada,45000,2010,nissan,armada,sport utility
3751,nissan cube,17215,2010,nissan,cube,wagon
3752,nissan frontier,23680,2010,nissan,frontier,truck
3753,nissan gt-r,81915,2010,nissan,gt-r,coupe
3754,nissan maxima,32050,2010,nissan,maxima,sedan
3755,nissan murano,33525,2010,nissan,murano,sport utility
3756,nissan pathfinder,34920,2010,nissan,pathfinder,sport utility
3757,nissan rogue,22885,2010,nissan,rogue,sport utility
3758,nissan sentra,17750,2010,nissan,sentra,sedan
3759,nissan titan,32940,2010,nissan,titan,truck
3760,nissan versa,13385,2010,nissan,versa,sedan
3761,nissan xterra,26725,2010,nissan,xterra,sport utility
3762,nissan 370z,37475,2011,nissan,370z,convertible
3763,nissan altima,25405,2011,nissan,altima,sedan
3764,nissan armada,46140,2011,nissan,armada,sport utility
3765,nissan cube,18190,2011,nissan,cube,wagon
3766,nissan frontier,25140,2011,nissan,frontier,truck
3767,nissan gt-r,84060,2011,nissan,gt-r,coupe
3768,nissan juke,22385,2011,nissan,juke,sport utility
3769,nissan leaf,33250,2011,nissan,leaf,hatchback
3770,nissan maxima,33100,2011,nissan,maxima,sedan
3771,nissan murano,34595,2011,nissan,murano,sport utility
3772,nissan murano crosscabriolet,46390,2011,nissan,murano crosscabriolet,convertible
3773,nissan pathfinder,35910,2011,nissan,pathfinder,sport utility
3774,nissan quest,34550,2011,nissan,quest,van
3775,nissan rogue,23570,2011,nissan,rogue,sport utility
3776,nissan sentra,18340,2011,nissan,sentra,sedan
3777,nissan titan,33810,2011,nissan,titan,truck
3778,nissan versa,13700,2011,nissan,versa,sedan
3779,nissan xterra,27490,2011,nissan,xterra,sport utility
3780,nissan 370z,38390,2012,nissan,370z,convertible
3781,nissan altima,25875,2012,nissan,altima,sedan
3782,nissan armada,47495,2012,nissan,armada,sport utility
3783,nissan cube,16830,2012,nissan,cube,wagon
3784,nissan frontier,26125,2012,nissan,frontier,truck
3785,nissan gt-r,92525,2012,nissan,gt-r,coupe
3786,nissan juke,23035,2012,nissan,juke,sport utility
3787,nissan leaf,36225,2012,nissan,leaf,hatchback
3788,nissan maxima,33770,2012,nissan,maxima,sedan
3789,nissan murano,35260,2012,nissan,murano,sport utility
3790,nissan murano crosscabriolet,44540,2012,nissan,murano crosscabriolet,convertible
3791,nissan nv,31220,2012,nissan,nv,van
3792,nissan pathfinder,36630,2012,nissan,pathfinder,sport utility
3793,nissan quest,34170,2012,nissan,quest,van
3794,nissan rogue,25890,2012,nissan,rogue,sport utility
3795,nissan sentra,18710,2012,nissan,sentra,sedan
3796,nissan titan,34830,2012,nissan,titan,truck
3797,nissan versa,14790,2012,nissan,versa,sedan
3798,nissan xterra,28585,2012,nissan,xterra,sport utility
3799,nissan 370z,39295,2013,nissan,370z,convertible
3800,nissan altima,26160,2013,nissan,altima,sedan
3801,nissan armada,44625,2013,nissan,armada,sport utility
3802,nissan cube,17810,2013,nissan,cube,wagon
3803,nissan frontier,25890,2013,nissan,frontier,truck
3804,nissan gt-r,101570,2013,nissan,gt-r,coupe
3805,nissan juke,22490,2013,nissan,juke,sport utility
3806,nissan leaf,31820,2013,nissan,leaf,hatchback
3807,nissan maxima,32120,2013,nissan,maxima,sedan
3808,nissan murano,33960,2013,nissan,murano,sport utility
3809,nissan murano crosscabriolet,44540,2013,nissan,murano crosscabriolet,convertible
3810,nissan nv,31555,2013,nissan,nv,van
3811,nissan nv200,20485,2013,nissan,nv200,van
3812,nissan pathfinder,34900,2013,nissan,pathfinder,sport utility
3813,nissan quest,34315,2013,nissan,quest,van
3814,nissan rogue,24130,2013,nissan,rogue,sport utility
3815,nissan sentra,17790,2013,nissan,sentra,sedan
3816,nissan titan,36230,2013,nissan,titan,truck
3817,nissan versa,14440,2013,nissan,versa,sedan
3818,nissan xterra,26715,2013,nissan,xterra,sport utility
3819,nissan 370z,37730,2014,nissan,370z,convertible
3820,nissan altima,26495,2014,nissan,altima,sedan
3821,nissan armada,45225,2014,nissan,armada,sport utility
3822,nissan cube,17950,2014,nissan,cube,wagon
3823,nissan frontier,26200,2014,nissan,frontier,truck
3824,nissan gt-r,107650,2014,nissan,gt-r,coupe
3825,nissan juke,23645,2014,nissan,juke,sport utility
3826,nissan leaf,32000,2014,nissan,leaf,hatchback
3827,nissan maxima,32835,2014,nissan,maxima,sedan
3828,nissan murano,34050,2014,nissan,murano,sport utility
3829,nissan murano crosscabriolet,41995,2014,nissan,murano crosscabriolet,convertible
3830,nissan nv,32285,2014,nissan,nv,van
3831,nissan nv200,20985,2014,nissan,nv200,van
3832,nissan pathfinder,36880,2014,nissan,pathfinder,sport utility
3833,nissan quest,34545,2014,nissan,quest,van
3834,nissan rogue,24890,2014,nissan,rogue,sport utility
3835,nissan sentra,17815,2014,nissan,sentra,sedan
3836,nissan titan,36320,2014,nissan,titan,truck
3837,nissan versa,14440,2014,nissan,versa,sedan
3838,nissan versa note,14990,2014,nissan,versa note,hatchback
3839,nissan xterra,27380,2014,nissan,xterra,sport utility
3840,nissan 370z,39695,2015,nissan,370z,convertible
3841,nissan altima,27325,2015,nissan,altima,sedan
3842,nissan armada,46095,2015,nissan,armada,sport utility
3843,nissan frontier,26625,2015,nissan,frontier,truck
3844,nissan gt-r,125880,2015,nissan,gt-r,coupe
3845,nissan juke,25135,2015,nissan,juke,sport utility
3846,nissan leaf,32065,2015,nissan,leaf,hatchback
3847,nissan murano,35080,2015,nissan,murano,sport utility
3848,nissan nv,32525,2015,nissan,nv,van
3849,nissan nv200,21215,2015,nissan,nv200,van
3850,nissan pathfinder,36380,2015,nissan,pathfinder,sport utility
3851,nissan quest,34855,2015,nissan,quest,van
3852,nissan rogue,24890,2015,nissan,rogue,sport utility
3853,nissan sentra,18625,2015,nissan,sentra,sedan
3854,nissan titan,36750,2015,nissan,titan,truck
3855,nissan versa,14790,2015,nissan,versa,sedan
3856,nissan versa note,16420,2015,nissan,versa note,hatchback
3857,nissan xterra,27650,2015,nissan,xterra,sport utility
3858,nissan 370z,39695,2016,nissan,370z,convertible
3859,nissan altima,27595,2016,nissan,altima,sedan
3860,nissan frontier,27200,2016,nissan,frontier,truck
3861,nissan gt-r,125880,2016,nissan,gt-r,coupe
3862,nissan juke,25135,2016,nissan,juke,sport utility
3863,nissan leaf,32900,2016,nissan,leaf,hatchback
3864,nissan maxima,36235,2016,nissan,maxima,sedan
3865,nissan murano,36760,2016,nissan,murano,sport utility
3866,nissan nv,33275,2016,nissan,nv,van
3867,nissan nv200,21315,2016,nissan,nv200,van
3868,nissan pathfinder,36565,2016,nissan,pathfinder,sport utility
3869,nissan quest,34905,2016,nissan,quest,van
3870,nissan rogue,28365,2016,nissan,rogue,sport utility
3871,nissan sentra,19475,2016,nissan,sentra,sedan
3872,nissan titan,47905,2016,nissan,titan,truck
3873,nissan versa,14565,2016,nissan,versa,sedan
3874,nissan versa note,16470,2016,nissan,versa note,hatchback
3875,nissan 370z,39695,2017,nissan,370z,convertible
3876,nissan altima,27745,2017,nissan,altima,sedan
3877,nissan armada,52695,2017,nissan,armada,sport utility
3878,nissan frontier,27595,2017,nissan,frontier,truck
3879,nissan gt-r,142490,2017,nissan,gt-r,coupe
3880,nissan juke,25135,2017,nissan,juke,sport utility
3881,nissan leaf,33735,2017,nissan,leaf,hatchback
3882,nissan maxima,36475,2017,nissan,maxima,sedan
3883,nissan murano,35475,2017,nissan,murano,sport utility
3884,nissan nv,34465,2017,nissan,nv,van
3885,nissan nv200,21780,2017,nissan,nv200,van
3886,nissan pathfinder,37025,2017,nissan,pathfinder,sport utility
3887,nissan rogue,28365,2017,nissan,rogue,sport utility
3888,nissan rogue sport,24420,2017,nissan,rogue sport,sport utility
3889,nissan sentra,20990,2017,nissan,sentra,sedan
3890,nissan titan,46370,2017,nissan,titan,truck
3891,nissan versa,14635,2017,nissan,versa,sedan
3892,nissan versa note,17095,2017,nissan,versa note,hatchback
3893,nissan 370z,39695,2018,nissan,370z,convertible
3894,nissan altima,28445,2018,nissan,altima,sedan
3895,nissan armada,54090,2018,nissan,armada,sport utility
3896,nissan frontier,27895,2018,nissan,frontier,truck
3897,nissan gt-r,137740,2018,nissan,gt-r,coupe
3898,nissan kicks,19440,2018,nissan,kicks,sport utility
3899,nissan leaf,33095,2018,nissan,leaf,hatchback
3900,nissan maxima,37255,2018,nissan,maxima,sedan
3901,nissan murano,37515,2018,nissan,murano,sport utility
3902,nissan nv,35435,2018,nissan,nv,van
3903,nissan nv200,22400,2018,nissan,nv200,van
3904,nissan pathfinder,37650,2018,nissan,pathfinder,sport utility
3905,nissan rogue,29265,2018,nissan,rogue,sport utility
3906,nissan rogue sport,25090,2018,nissan,rogue sport,sport utility
3907,nissan sentra,21390,2018,nissan,sentra,sedan
3908,nissan titan,47070,2018,nissan,titan,truck
3909,nissan versa,14025,2018,nissan,versa,sedan
3910,nissan versa note,16850,2018,nissan,versa note,hatchback
3911,nissan 370z,39695,2019,nissan,370z,convertible
3912,nissan altima,29825,2019,nissan,altima,sedan
3913,nissan armada,55100,2019,nissan,armada,sport utility
3914,nissan frontier,27920,2019,nissan,frontier,truck
3915,nissan gt-r,137765,2019,nissan,gt-r,coupe
3916,nissan kicks,19705,2019,nissan,kicks,sport utility
3917,nissan leaf,33095,2019,nissan,leaf,hatchback
3918,nissan maxima,37695,2019,nissan,maxima,sedan
3919,nissan murano,38200,2019,nissan,murano,sport utility
3920,nissan nv,35875,2019,nissan,nv,van
3921,nissan nv200,22700,2019,nissan,nv200,van
3922,nissan pathfinder,37745,2019,nissan,pathfinder,sport utility
3923,nissan rogue,28905,2019,nissan,rogue,sport utility
3924,nissan rogue sport,25775,2019,nissan,rogue sport,sport utility
3925,nissan sentra,21815,2019,nissan,sentra,sedan
3926,nissan titan,47950,2019,nissan,titan,truck
3927,nissan versa,14175,2019,nissan,versa,sedan
3928,nissan versa note,17005,2019,nissan,versa note,hatchback
3929,oldsmobile alero,20910,2004,oldsmobile,alero,coupe
3930,oldsmobile bravada,34895,2004,oldsmobile,bravada,sport utility
3931,oldsmobile silhouette,32630,2004,oldsmobile,silhouette,van
3932,pontiac aztek,22732,2004,pontiac,aztek,sport utility
3933,pontiac bonneville,31227,2004,pontiac,bonneville,sedan
3934,pontiac gto,31795,2004,pontiac,gto,coupe
3935,pontiac grand am,20300,2004,pontiac,grand am,coupe
3936,pontiac grand prix,24425,2004,pontiac,grand prix,sedan
3937,pontiac montana,27185,2004,pontiac,montana,van
3938,pontiac sunfire,12912,2004,pontiac,sunfire,coupe
3939,pontiac vibe,18255,2004,pontiac,vibe,hatchback
3940,pontiac aztek,22987,2005,pontiac,aztek,sport utility
3941,pontiac bonneville,31775,2005,pontiac,bonneville,sedan
3942,pontiac g6,21987,2005,pontiac,g6,sedan
3943,pontiac gto,32295,2005,pontiac,gto,coupe
3944,pontiac grand am,21920,2005,pontiac,grand am,coupe
3945,pontiac grand prix,26197,2005,pontiac,grand prix,sedan
3946,pontiac montana,27470,2005,pontiac,montana,van
3947,pontiac sunfire,13050,2005,pontiac,sunfire,coupe
3948,pontiac vibe,18792,2005,pontiac,vibe,hatchback
3949,pontiac g6,22865,2006,pontiac,g6,sedan
3950,pontiac gto,31290,2006,pontiac,gto,coupe
3951,pontiac grand prix,24330,2006,pontiac,grand prix,sedan
3952,pontiac montana,26000,2006,pontiac,montana,van
3953,pontiac solstice,19915,2006,pontiac,solstice,convertible
3954,pontiac torrent,22302,2006,pontiac,torrent,sport utility
3955,pontiac vibe,18267,2006,pontiac,vibe,hatchback
3956,pontiac g5,16600,2007,pontiac,g5,coupe
3957,pontiac g6,22997,2007,pontiac,g6,sedan
3958,pontiac grand prix,25315,2007,pontiac,grand prix,sedan
3959,pontiac solstice,24015,2007,pontiac,solstice,convertible
3960,pontiac torrent,23210,2007,pontiac,torrent,sport utility
3961,pontiac vibe,16760,2007,pontiac,vibe,hatchback
3962,pontiac g5,17762,2008,pontiac,g5,coupe
3963,pontiac g6,24487,2008,pontiac,g6,sedan
3964,pontiac g8,28110,2008,pontiac,g8,sedan
3965,pontiac grand prix,25767,2008,pontiac,grand prix,sedan
3966,pontiac solstice,27102,2008,pontiac,solstice,convertible
3967,pontiac torrent,26632,2008,pontiac,torrent,sport utility
3968,pontiac vibe,16855,2008,pontiac,vibe,hatchback
3969,pontiac g3,14335,2009,pontiac,g3,hatchback
3970,pontiac g5,18630,2009,pontiac,g5,coupe
3971,pontiac g6,25787,2009,pontiac,g6,sedan
3972,pontiac g8,32930,2009,pontiac,g8,sedan
3973,pontiac solstice,27325,2009,pontiac,solstice,convertible
3974,pontiac torrent,28117,2009,pontiac,torrent,sport utility
3975,pontiac vibe,18487,2009,pontiac,vibe,hatchback
3976,pontiac g6,21275,2010,pontiac,g6,sedan
3977,pontiac vibe,18487,2010,pontiac,vibe,hatchback
3978,porsche 911,130150,2004,porsche,911,convertible
3979,porsche boxster,51250,2004,porsche,boxster,convertible
3980,porsche carrera gt,440000,2004,porsche,carrera gt,convertible
3981,porsche cayenne,65900,2004,porsche,cayenne,sport utility
3982,porsche 911,130500,2005,porsche,911,convertible
3983,porsche boxster,48450,2005,porsche,boxster,convertible
3984,porsche carrera gt,440000,2005,porsche,carrera gt,convertible
3985,porsche cayenne,65200,2005,porsche,cayenne,sport utility
3986,porsche 911,85605,2006,porsche,911,convertible
3987,porsche boxster,49850,2006,porsche,boxster,convertible
3988,porsche cayenne,76900,2006,porsche,cayenne,sport utility
3989,porsche cayman,58900,2006,porsche,cayman,coupe
3990,porsche 911,97800,2007,porsche,911,convertible
3991,porsche boxster,50550,2007,porsche,boxster,convertible
3992,porsche cayman,54150,2007,porsche,cayman,coupe
3993,porsche 911,132600,2008,porsche,911,convertible
3994,porsche boxster,57250,2008,porsche,boxster,convertible
3995,porsche cayenne,68550,2008,porsche,cayenne,sport utility
3996,porsche cayman,59650,2008,porsche,cayman,coupe
3997,porsche 911,108500,2009,porsche,911,convertible
3998,porsche boxster,51650,2009,porsche,boxster,convertible
3999,porsche cayenne,84100,2009,porsche,cayenne,sport utility
4000,porsche cayman,55250,2009,porsche,cayman,coupe
4001,porsche 911,110800,2010,porsche,911,convertible
4002,porsche boxster,52800,2010,porsche,boxster,convertible
4003,porsche cayenne,85900,2010,porsche,cayenne,sport utility
4004,porsche cayman,56450,2010,porsche,cayman,coupe
4005,porsche panamera,111200,2010,porsche,panamera,wagon
4006,porsche 911,161400,2011,porsche,911,convertible
4007,porsche boxster,54950,2011,porsche,boxster,convertible
4008,porsche cayenne,76850,2011,porsche,cayenne,sport utility
4009,porsche cayman,57000,2011,porsche,cayman,coupe
4010,porsche panamera,104850,2011,porsche,panamera,wagon
4011,porsche 911,137700,2012,porsche,911,convertible
4012,porsche boxster,56650,2012,porsche,boxster,convertible
4013,porsche cayenne,77650,2012,porsche,cayenne,sport utility
4014,porsche cayman,59700,2012,porsche,cayman,coupe
4015,porsche panamera,124200,2012,porsche,panamera,wagon
4016,porsche 911,127100,2013,porsche,911,convertible
4017,porsche boxster,55200,2013,porsche,boxster,convertible
4018,porsche cayenne,78800,2013,porsche,cayenne,sport utility
4019,porsche panamera,125575,2013,porsche,panamera,wagon
4020,porsche 911,139100,2014,porsche,911,convertible
4021,porsche boxster,56250,2014,porsche,boxster,convertible
4022,porsche cayenne,97800,2014,porsche,cayenne,sport utility
4023,porsche cayman,58200,2014,porsche,cayman,coupe
4024,porsche panamera,139300,2014,porsche,panamera,wagon
4025,porsche 911,139450,2015,porsche,911,convertible
4026,porsche 918 spyder,887000,2015,porsche,918 spyder,convertible
4027,porsche boxster,62450,2015,porsche,boxster,convertible
4028,porsche cayenne,87650,2015,porsche,cayenne,sport utility
4029,porsche cayman,63900,2015,porsche,cayman,coupe
4030,porsche macan,61100,2015,porsche,macan,sport utility
4031,porsche panamera,139300,2015,porsche,panamera,wagon
4032,porsche 911,139450,2016,porsche,911,convertible
4033,porsche boxster,67100,2016,porsche,boxster,convertible
4034,porsche cayenne,107800,2016,porsche,cayenne,sport utility
4035,porsche cayman,68600,2016,porsche,cayman,coupe
4036,porsche macan,63250,2016,porsche,macan,sport utility
4037,porsche panamera,171000,2016,porsche,panamera,wagon
4038,porsche 718 boxster,62200,2017,porsche,718 boxster,convertible
4039,porsche 718 cayman,60100,2017,porsche,718 cayman,coupe
4040,porsche 911,144900,2017,porsche,911,convertible
4041,porsche cayenne,109600,2017,porsche,cayenne,sport utility
4042,porsche macan,66972,2017,porsche,macan,sport utility
4043,porsche panamera,122500,2017,porsche,panamera,wagon
4044,porsche 718 boxster,69650,2018,porsche,718 boxster,convertible
4045,porsche 718 cayman,67550,2018,porsche,718 cayman,coupe
4046,porsche 911,192150,2018,porsche,911,convertible
4047,porsche cayenne,111100,2018,porsche,cayenne,sport utility
4048,porsche macan,67750,2018,porsche,macan,sport utility
4049,porsche panamera,139900,2018,porsche,panamera,wagon
4050,ram 1500,33310,2011,ram,1500,truck
4051,ram 2500,38347,2011,ram,2500,truck
4052,ram 3500,46467,2011,ram,3500,truck
4053,ram 4500,40790,2011,ram,4500,truck
4054,ram 1500,34495,2012,ram,1500,truck
4055,ram 2500,40277,2012,ram,2500,truck
4056,ram 3500,49462,2012,ram,3500,truck
4057,ram 4500,43335,2012,ram,4500,truck
4059,ram 1500,35665,2013,ram,1500,truck
4060,ram 2500,41047,2013,ram,2500,truck
4061,ram 3500,42047,2013,ram,3500,truck
4062,ram 4500,43695,2013,ram,4500,truck
4063,ram 5500,46345,2013,ram,5500,truck
4065,ram 1500,37470,2014,ram,1500,truck
4066,ram 2500,42015,2014,ram,2500,truck
4067,ram 3500,42977,2014,ram,3500,truck
4068,ram 4500,38530,2014,ram,4500,truck
4069,ram 5500,39630,2014,ram,5500,truck
4071,ram promaster,32390,2014,ram,promaster,van
4072,ram 1500,38325,2015,ram,1500,truck
4073,ram 2500,43402,2015,ram,2500,truck
4074,ram 3500,44325,2015,ram,3500,truck
4075,ram 4500,39357,2015,ram,4500,truck
4076,ram 5500,40457,2015,ram,5500,truck
4078,ram promaster,32942,2015,ram,promaster,van
4079,ram promaster city,24392,2015,ram,promaster city,van
4080,ram 1500,39405,2016,ram,1500,truck
4081,ram 2500,44532,2016,ram,2500,truck
4082,ram 3500,45280,2016,ram,3500,truck
4083,ram promaster,34070,2016,ram,promaster,van
4084,ram promaster city,24757,2016,ram,promaster city,van
4085,ram 1500,40035,2017,ram,1500,truck
4086,ram 2500,45610,2017,ram,2500,truck
4087,ram 3500,46710,2017,ram,3500,truck
4088,ram promaster,34220,2017,ram,promaster,van
4089,ram promaster city,24857,2017,ram,promaster city,van
4090,ram 1500,40645,2018,ram,1500,truck
4091,ram 2500,46345,2018,ram,2500,truck
4092,ram 3500,47595,2018,ram,3500,truck
4093,ram promaster,34770,2018,ram,promaster,van
4094,ram promaster city,25645,2018,ram,promaster city,van
4095,ram 1500,42217,2019,ram,1500,truck
