,Name,Price,Year,Make,Model,Body Type
2889,lexus hs 250h,38415,2012,lexus,hs 250h,hatchback
2890,lexus is models,41450,2012,lexus,is models,sedan
2891,lexus lfa,375000,2012,lexus,lfa,coupe
2892,lexus ls models,112750,2012,lexus,ls models,sedan
2893,lexus rx models,46030,2012,lexus,rx models,sport utility
2894,lexus ct 200h,32050,2013,lexus,ct 200h,hatchback
2895,lexus es models,39250,2013,lexus,es models,sedan
2896,lexus gs models,48525,2013,lexus,gs models,sedan
2897,lexus gx models,56192,2013,lexus,gx models,sport utility
2898,lexus is models,42610,2013,lexus,is models,sedan
2899,lexus ls models,76882,2013,lexus,ls models,sedan
2900,lexus lx models,81530,2013,lexus,lx models,sport utility
2901,lexus rx models,43505,2013,lexus,rx models,sport utility
2902,lexus ct 200h,32050,2014,lexus,ct 200h,hatchback
2903,lexus es models,36620,2014,lexus,es models,sedan
2904,lexus gs models,48825,2014,lexus,gs models,sedan
2905,lexus gx models,54900,2014,lexus,gx models,sport utility
2906,lexus is models,63600,2014,lexus,is models,sedan
2907,lexus ls models,77032,2014,lexus,ls models,sedan
2908,lexus lx models,82630,2014,lexus,lx models,sport utility
2909,lexus rx models,43605,2014,lexus,rx models,sport utility
2910,lexus ct 200h,32200,2015,lexus,ct 200h,hatchback
2911,lexus es models,37700,2015,lexus,es models,sedan
2912,lexus gs models,49725,2015,lexus,gs models,sedan
2913,lexus gx models,55300,2015,lexus,gx models,sport utility
2914,lexus is models,40120,2015,lexus,is models,sedan
2915,lexus ls models,80010,2015,lexus,ls models,sedan
2916,lexus lx models,83180,2015,lexus,lx models,sport utility
2917,lexus nx models,36230,2015,lexus,nx models,sport utility
2918,lexus rc models,43907,2015,lexus,rc models,coupe
2919,lexus rx models,45595,2015,lexus,rx models,sport utility
2920,lexus ct 200h,31250,2016,lexus,ct 200h,hatchback
2921,lexus es models,38100,2016,lexus,es models,sedan
2922,lexus gs models,84440,2016,lexus,gs models,sedan
2923,lexus gx models,56467,2016,lexus,gx models,sport utility
2924,lexus is models,41952,2016,lexus,is models,sedan
2925,lexus ls models,77412,2016,lexus,ls models,sedan
2926,lexus lx models,88880,2016,lexus,lx models,sport utility
2927,lexus nx models,40515,2016,lexus,nx models,sport utility
2928,lexus rc models,62805,2016,lexus,rc models,coupe
2929,lexus rx models,45512,2016,lexus,rx models,sport utility
2930,lexus ct 200h,31250,2017,lexus,ct 200h,hatchback
2931,lexus es models,38900,2017,lexus,es models,sedan
2932,lexus gs models,50145,2017,lexus,gs models,sedan
2933,lexus gx models,57530,2017,lexus,gx models,sport utility
2934,lexus is models,42452,2017,lexus,is models,sedan
2935,lexus ls models,77412,2017,lexus,ls models,sedan
2936,lexus lx models,89880,2017,lexus,lx models,sport utility
2937,lexus nx models,37035,2017,lexus,nx models,sport utility
2938,lexus rc models,44092,2017,lexus,rc models,coupe
2939,lexus rx models,46870,2017,lexus,rx models,sport utility
2940,lexus es models,41820,2018,lexus,es models,sedan
2941,lexus gs models,48805,2018,lexus,gs models,sedan
2942,lexus gx models,57842,2018,lexus,gx models,sport utility
2943,lexus is models,39435,2018,lexus,is models,sedan
2944,lexus lc models,92000,2018,lexus,lc models,coupe
2945,lexus ls models,79610,2018,lexus,ls models,sedan
2946,lexus lx models,88130,2018,lexus,lx models,sport utility
2947,lexus nx models,37880,2018,lexus,nx models,sport utility
2948,lexus rc models,44652,2018,lexus,rc models,coupe
2949,lexus rx models,46995,2018,lexus,rx models,sport utility
2950,lexus es models,41867,2019,lexus,es models,sedan
2951,lexus gs models,84450,2019,lexus,gs models,sedan
2952,lexus gx models,58055,2019,lexus,gx models,sport utility
2953,lexus is models,39635,2019,lexus,is models,sedan
2954,lexus lc models,92300,2019,lexus,lc models,coupe
2955,lexus ls models,81420,2019,lexus,ls models,sedan
2956,lexus lx models,88580,2019,lexus,lx models,sport utility
2957,lexus nx models,38835,2019,lexus,nx models,sport utility
2958,lexus rc models,64750,2019,lexus,rc models,coupe
2959,lexus rx models,47195,2019,lexus,rx models,sport utility
2960,lexus ux 200,34600,2019,lexus,ux 200,sport utility
2961,lexus ux models,36600,2019,lexus,ux models,sport utility
2962,lincoln aviator,42997,2004,lincoln,aviator,sport utility
2963,lincoln ls,37870,2004,lincoln,ls,sedan
2964,lincoln navigator,52552,2004,lincoln,navigator,sport utility
2965,lincoln town car,45897,2004,lincoln,town car,sedan
2966,lincoln aviator,42110,2005,lincoln,aviator,sport utility
2967,lincoln ls,38115,2005,lincoln,ls,sedan
2968,lincoln navigator,53650,2005,lincoln,navigator,sport utility
2969,lincoln town car,46290,2005,lincoln,town car,sedan
2970,lincoln ls,39285,2006,lincoln,ls,sedan
2971,lincoln mark lt,40457,2006,lincoln,mark lt,truck
2972,lincoln navigator,52305,2006,lincoln,navigator,sport utility
2973,lincoln town car,46290,2006,lincoln,town car,sedan
2974,lincoln zephyr,28995,2006,lincoln,zephyr,sedan
2975,lincoln mkx,34945,2007,lincoln,mkx,sport utility
2976,lincoln mkz,30240,2007,lincoln,mkz,sedan
2977,lincoln mark lt,39825,2007,lincoln,mark lt,truck
2978,lincoln navigator,48300,2007,lincoln,navigator,sport utility
2979,lincoln navigator l,50300,2007,lincoln,navigator l,sport utility
2980,lincoln town car,46410,2007,lincoln,town car,sedan
2981,lincoln mkx,36715,2008,lincoln,mkx,sport utility
2982,lincoln mkz,31915,2008,lincoln,mkz,sedan
2983,lincoln mark lt,40315,2008,lincoln,mark lt,truck
2984,lincoln navigator,50195,2008,lincoln,navigator,sport utility
2985,lincoln navigator l,53195,2008,lincoln,navigator l,sport utility
2986,lincoln town car,46815,2008,lincoln,town car,sedan
2987,lincoln mks,39435,2009,lincoln,mks,sedan
2988,lincoln mkx,38770,2009,lincoln,mkx,sport utility
2989,lincoln mkz,33640,2009,lincoln,mkz,sedan
2990,lincoln navigator,54570,2009,lincoln,navigator,sport utility
2991,lincoln navigator l,57570,2009,lincoln,navigator l,sport utility
2992,lincoln town car,47922,2009,lincoln,town car,sedan
2993,lincoln mks,44715,2010,lincoln,mks,sedan
2994,lincoln mkt,46700,2010,lincoln,mkt,sport utility
2995,lincoln mkx,39770,2010,lincoln,mkx,sport utility
2996,lincoln mkz,35170,2010,lincoln,mkz,sedan
2997,lincoln navigator,56400,2010,lincoln,navigator,sport utility
2998,lincoln navigator l,58565,2010,lincoln,navigator l,sport utility
2999,lincoln town car,49315,2010,lincoln,town car,sedan
3000,lincoln mks,44945,2011,lincoln,mks,sedan
3001,lincoln mkt,46800,2011,lincoln,mkt,sport utility
3002,lincoln mkx,40340,2011,lincoln,mkx,sport utility
3003,lincoln mkz,35590,2011,lincoln,mkz,sedan
3004,lincoln navigator,59080,2011,lincoln,navigator,sport utility
3005,lincoln navigator l,61245,2011,lincoln,navigator l,sport utility
3006,lincoln town car,49502,2011,lincoln,town car,sedan
3007,lincoln mks,44945,2012,lincoln,mks,sedan
3008,lincoln mkt,45297,2012,lincoln,mkt,sport utility
3009,lincoln mkx,40470,2012,lincoln,mkx,sport utility
3010,lincoln mkz,35700,2012,lincoln,mkz,sedan
3011,lincoln navigator,59225,2012,lincoln,navigator,sport utility
3012,lincoln navigator l,61390,2012,lincoln,navigator l,sport utility
3013,lincoln mks,46365,2013,lincoln,mks,sedan
3014,lincoln mkt,46282,2013,lincoln,mkt,sport utility
3015,lincoln mkx,40550,2013,lincoln,mkx,sport utility
3016,lincoln mkz,36870,2013,lincoln,mkz,sedan
3017,lincoln navigator,59325,2013,lincoln,navigator,sport utility
3018,lincoln navigator l,61490,2013,lincoln,navigator l,sport utility
3019,lincoln mks,42345,2014,lincoln,mks,sedan
3020,lincoln mkt,44047,2014,lincoln,mkt,sport utility
3021,lincoln mkx,39550,2014,lincoln,mkx,sport utility
3022,lincoln mkz,36135,2014,lincoln,mkz,sedan
3023,lincoln navigator,57615,2014,lincoln,navigator,sport utility
3024,lincoln navigator l,59780,2014,lincoln,navigator l,sport utility
3025,lincoln mkc,40900,2015,lincoln,mkc,sport utility
3026,lincoln mks,42345,2015,lincoln,mks,sedan
3027,lincoln mkt,44207,2015,lincoln,mkt,sport utility
3028,lincoln mkx,39875,2015,lincoln,mkx,sport utility
3029,lincoln mkz,41342,2015,lincoln,mkz,sedan
3030,lincoln navigator,63707,2015,lincoln,navigator,sport utility
3031,lincoln navigator l,66072,2015,lincoln,navigator l,sport utility
3032,lincoln mkc,41105,2016,lincoln,mkc,sport utility
3033,lincoln mks,42505,2016,lincoln,mks,sedan
3034,lincoln mkt,44367,2016,lincoln,mkt,sport utility
3035,lincoln mkx,47115,2016,lincoln,mkx,sport utility
3036,lincoln mkz,41342,2016,lincoln,mkz,sedan
3037,lincoln navigator,68727,2016,lincoln,navigator,sport utility
3038,lincoln navigator l,71105,2016,lincoln,navigator l,sport utility
3039,lincoln continental,54897,2017,lincoln,continental,sedan
3040,lincoln mkc,40460,2017,lincoln,mkc,sport utility
3041,lincoln mkt,46277,2017,lincoln,mkt,sport utility
3042,lincoln mkx,47115,2017,lincoln,mkx,sport utility
3043,lincoln mkz,42445,2017,lincoln,mkz,sedan
3044,lincoln navigator,69047,2017,lincoln,navigator,sport utility
3045,lincoln navigator l,71437,2017,lincoln,navigator l,sport utility
3046,lincoln continental,56287,2018,lincoln,continental,sedan
3047,lincoln mkc,40867,2018,lincoln,mkc,sport utility
3048,lincoln mkt,46277,2018,lincoln,mkt,sport utility
3049,lincoln mkx,47880,2018,lincoln,mkx,sport utility
3050,lincoln mkz,42742,2018,lincoln,mkz,sedan
3051,lincoln navigator,84980,2018,lincoln,navigator,sport utility
3052,lincoln continental,60995,2019,lincoln,continental,sedan
3053,lincoln mkc,41802,2019,lincoln,mkc,sport utility
3054,lincoln mkt,51000,2019,lincoln,mkt,sport utility
3055,lincoln mkz,41495,2019,lincoln,mkz,sedan
3057,lincoln navigator,84800,2019,lincoln,navigator,sport utility
3058,lincoln navigator l,90175,2019,lincoln,navigator l,sport utility
3059,lotus esprit,93255,2004,lotus,esprit,coupe
3060,lotus elise,42990,2005,lotus,elise,convertible
3061,lotus elise,42990,2006,lotus,elise,convertible
3062,lotus exige,50990,2006,lotus,exige,coupe
3063,lotus elise,49270,2007,lotus,elise,convertible
3064,lotus exige,59890,2007,lotus,exige,coupe
3065,lotus elise,50385,2008,lotus,elise,convertible
3066,lotus exige,64497,2008,lotus,exige,coupe
3067,lotus elise,51120,2009,lotus,elise,convertible
3068,lotus exige,70342,2009,lotus,exige,coupe
3069,lotus elise,51120,2010,lotus,elise,convertible
3070,lotus evora,73500,2010,lotus,evora,coupe
3071,lotus exige,65690,2010,lotus,exige,coupe
3072,lotus elise,53417,2011,lotus,elise,convertible
3073,lotus evora,72750,2011,lotus,evora,coupe
3074,lotus exige,70320,2011,lotus,exige,coupe
3075,lotus evora,71850,2012,lotus,evora,coupe
3076,lotus evora,72700,2013,lotus,evora,coupe
3077,lotus evora,74230,2014,lotus,evora,coupe
3078,lotus evora,89900,2017,lotus,evora,coupe
3079,lotus evora,94900,2018,lotus,evora,coupe
3080,mini cooper,18174,2004,mini,cooper,convertible
3081,mini cooper,20925,2005,mini,cooper,convertible
3082,mini cooper,24025,2006,mini,cooper,convertible
3083,mini cooper,21725,2007,mini,cooper,convertible
3084,mini cooper,21725,2008,mini,cooper,convertible
3085,mini cooper clubman,21700,2008,mini,cooper clubman,wagon
3086,mini cooper,26425,2009,mini,cooper,convertible
3087,mini cooper clubman,25500,2009,mini,cooper clubman,wagon
3088,mini cooper,26400,2010,mini,cooper,convertible
3089,mini cooper clubman,25725,2010,mini,cooper clubman,wagon
3090,mini cooper,26850,2011,mini,cooper,convertible
3091,mini cooper clubman,26200,2011,mini,cooper clubman,wagon
3092,mini cooper countryman,24300,2011,mini,cooper countryman,wagon
3093,mini cooper,27300,2012,mini,cooper,convertible
3094,mini cooper clubman,26300,2012,mini,cooper clubman,wagon
3095,mini cooper countryman,24400,2012,mini,cooper countryman,wagon
3096,mini cooper coupe,26250,2012,mini,cooper coupe,coupe
3097,mini cooper roadster,29425,2012,mini,cooper roadster,convertible
3098,mini cooper,27500,2013,mini,cooper,convertible
3099,mini cooper clubman,26850,2013,mini,cooper clubman,wagon
3100,mini cooper countryman,28425,2013,mini,cooper countryman,wagon
3101,mini cooper coupe,26400,2013,mini,cooper coupe,coupe
3102,mini cooper paceman,29350,2013,mini,cooper paceman,hatchback
3103,mini cooper roadster,30625,2013,mini,cooper roadster,convertible
3104,mini cooper,27625,2014,mini,cooper,convertible
3105,mini cooper clubman,26850,2014,mini,cooper clubman,wagon
3106,mini cooper countryman,28525,2014,mini,cooper countryman,wagon
3107,mini cooper coupe,26400,2014,mini,cooper coupe,coupe
3108,mini cooper paceman,29450,2014,mini,cooper paceman,hatchback
3109,mini cooper roadster,30625,2014,mini,cooper roadster,convertible
3110,mini cooper,28275,2015,mini,cooper,convertible
3111,mini cooper countryman,29050,2015,mini,cooper countryman,wagon
3112,mini cooper coupe,26950,2015,mini,cooper coupe,coupe
3113,mini cooper paceman,29575,2015,mini,cooper paceman,hatchback
3114,mini cooper roadster,31175,2015,mini,cooper roadster,convertible
3115,mini cooper,28150,2016,mini,cooper,convertible
3116,mini cooper clubman,25875,2016,mini,cooper clubman,wagon
3117,mini cooper countryman,29050,2016,mini,cooper countryman,wagon
3118,mini cooper paceman,29575,2016,mini,cooper paceman,hatchback
3119,mini cooper,25925,2017,mini,cooper,convertible
3120,mini cooper clubman,29600,2017,mini,cooper clubman,wagon
3121,mini cooper countryman,28600,2017,mini,cooper countryman,wagon
3122,mini cooper,29100,2018,mini,cooper,convertible
3123,mini cooper clubman,30350,2018,mini,cooper clubman,wagon
3124,mini cooper countryman,32200,2018,mini,cooper countryman,wagon
3125,mini cooper,29400,2019,mini,cooper,convertible
3126,mini cooper clubman,30400,2019,mini,cooper clubman,wagon
3127,mini cooper countryman,32400,2019,mini,cooper countryman,wagon
3128,maserati coupe,83093,2004,maserati,coupe,coupe
3129,maserati spyder,87582,2004,maserati,spyder,convertible
3130,maserati coupe,84755,2005,maserati,coupe,coupe
3131,maserati gransport,98172,2005,maserati,gransport,convertible
3132,maserati quattroporte,95500,2005,maserati,quattroporte,sedan
3133,maserati spyder,89333,2005,maserati,spyder,convertible
3134,maserati coupe,83738,2006,maserati,coupe,coupe
3135,maserati gransport,101497,2006,maserati,gransport,convertible
3136,maserati quattroporte,109800,2006,maserati,quattroporte,sedan
3137,maserati quattroporte,116500,2007,maserati,quattroporte,sedan
3138,maserati granturismo,110000,2008,maserati,granturismo,convertible
3139,maserati quattroporte,121457,2008,maserati,quattroporte,sedan
3140,maserati granturismo,126250,2009,maserati,granturismo,convertible
3141,maserati quattroporte,126725,2009,maserati,quattroporte,sedan
3142,maserati granturismo,127350,2010,maserati,granturismo,convertible
3143,maserati quattroporte,126725,2010,maserati,quattroporte,sedan
3144,maserati granturismo,127600,2011,maserati,granturismo,convertible
3145,maserati quattroporte,127975,2011,maserati,quattroporte,sedan
3146,maserati granturismo,132900,2012,maserati,granturismo,convertible
3147,maserati quattroporte,131225,2012,maserati,quattroporte,sedan
3148,maserati granturismo,134450,2013,maserati,granturismo,convertible
3149,maserati quattroporte,131725,2013,maserati,quattroporte,sedan
3150,maserati ghibli,71900,2014,maserati,ghibli,sedan
3151,maserati granturismo,139950,2014,maserati,granturismo,convertible
3152,maserati quattroporte,121500,2014,maserati,quattroporte,sedan
3153,maserati ghibli,73850,2015,maserati,ghibli,sedan
3154,maserati granturismo,157417,2015,maserati,granturismo,convertible
3155,maserati quattroporte,123700,2015,maserati,quattroporte,sedan
3156,maserati ghibli,74575,2016,maserati,ghibli,sedan
3157,maserati granturismo,157417,2016,maserati,granturismo,convertible
3158,maserati quattroporte,120700,2016,maserati,quattroporte,sedan
3159,maserati ghibli,75650,2017,maserati,ghibli,sedan
3160,maserati granturismo,157417,2017,maserati,granturismo,convertible
3161,maserati levante,78200,2017,maserati,levante,sport utility
3162,maserati quattroporte,124450,2017,maserati,quattroporte,sedan
3163,maserati ghibli,79900,2018,maserati,ghibli,sedan
3164,maserati granturismo,147097,2018,maserati,granturismo,convertible
3165,maserati levante,82400,2018,maserati,levante,sport utility
3166,maserati quattroporte,121100,2018,maserati,quattroporte,sedan
3167,maserati ghibli,81380,2019,maserati,ghibli,sedan
3168,maserati granturismo,156630,2019,maserati,granturismo,convertible
3169,maserati levante,122980,2019,maserati,levante,sport utility
3170,maserati quattroporte,122830,2019,maserati,quattroporte,sedan
3171,maybach 57,305500,2004,maybach,57,sedan
3172,maybach 62,357000,2004,maybach,62,sedan
